Brnd_Name,Gnrc_Name,HCPCS_Cd,HCPCS_Desc,Year,Tot_Benes,Tot_Clms,Tot_Spndng,Avg_Spnd_Per_Bene,Avg_Spnd_Per_Clm
BREVIBLOC*,"ESMOLOL HCL*",J1805,"INJ, ESMOLOL HCL, 10MG","2024 (Q1-Q4)",6531,7480,72803.67,11.14740009,9.733110963
BREVIBLOC*,"ESMOLOL HCL*",J1805,"INJ, ESMOLOL HCL, 10MG","2025 (Q1-Q3)",36,37,191.05,5.306944444,5.163513514
"ESMOLOL HCL-WATER","ESMOLOL HCL IN STERILE WATER",J1806,"INJ ESMOLOL HCL WG CRIT CARE","2024 (Q1-Q4)",152,154,18418.3,121.1730263,119.5993507
"FOLIC ACID","FOLIC ACID",J1808,"INJ, FOLIC ACID, 0.1 MG","2025 (Q1-Q3)",131,444,587.02,4.481068702,1.322117117
"FIASP PUMPCART*","INSULIN ASPART*",J1811,"FIASP FOR INSULIN PUMP USE","2024 (Q1-Q4)",1563,4322,1756123.64,1123.559591,406.3219898
"FIASP PUMPCART*","INSULIN ASPART*",J1811,"FIASP FOR INSULIN PUMP USE","2025 (Q1-Q3)",1206,3754,1256139.99,1041.575448,334.6137427
LYUMJEV,"INSULIN LISPRO-AABC",J1813,"LYUMJEV FOR INSULIN PUMP USE","2024 (Q1-Q4)",481,1437,2014170.15,4187.463929,1401.649374
LYUMJEV,"INSULIN LISPRO-AABC",J1813,"LYUMJEV FOR INSULIN PUMP USE","2025 (Q1-Q3)",604,1697,2031425.26,3363.286854,1197.068509
"HUMALOG KWIKPEN U-100*","INSULIN LISPRO*",J1817,"INSULIN FOR INSULIN PUMP USE","2024 (Q1-Q4)",35207,145414,55543569.11,1577.628571,381.9685114
"HUMALOG KWIKPEN U-100*","INSULIN LISPRO*",J1817,"INSULIN FOR INSULIN PUMP USE","2025 (Q1-Q3)",32289,104362,26266091.77,813.4687284,251.6825259
UPLIZNA,INEBILIZUMAB-CDON,J1823,"INJ. INEBILIZUMAB-CDON, 1 MG","2024 (Q1-Q4)",203,613,53263263.54,262380.6086,86889.50007
UPLIZNA,INEBILIZUMAB-CDON,J1823,"INJ. INEBILIZUMAB-CDON, 1 MG","2025 (Q1-Q3)",286,733,63875582.32,223341.1969,87142.67711
"METRO IV*",METRONIDAZOLE*,J1836,"INJ, METRONIDAZOLE, 10 MG","2024 (Q1-Q4)",16995,17535,28977.29,1.705047955,1.652540063
"METRO IV*",METRONIDAZOLE*,J1836,"INJ, METRONIDAZOLE, 10 MG","2025 (Q1-Q3)",255,372,614.31,2.409058824,1.651370968
"KETOROLAC TROMETHAMINE","KETOROLAC TROMETHAMINE",J1885,"KETOROLAC TROMETHAMINE INJ","2024 (Q1-Q4)",339027,520614,951538.61,2.806675014,1.827723822
"KETOROLAC TROMETHAMINE","KETOROLAC TROMETHAMINE",J1885,"KETOROLAC TROMETHAMINE INJ","2025 (Q1-Q3)",1103094,1389845,1820964.35,1.650778945,1.310192396
"LABETALOL HCL","LABETALOL HCL",J1920,"INJ, LABETALOL HCL, 5MG","2024 (Q1-Q4)",34900,43115,52221.79,1.496326361,1.211220921
"LABETALOL HCL","LABETALOL HCL",J1920,"INJ, LABETALOL HCL, 5MG","2025 (Q1-Q3)",189,234,915.02,4.841375661,3.91034188
"LABETALOL HCL-DEXTROSE*","LABETALOL IN DEXTROSE,ISO-OSM*",J1921,"INJ LABETALOL HCL HIKMA, 5MG","2024 (Q1-Q4)",1493,1685,25388.79,17.00521768,15.06753116
"LANREOTIDE ACETATE(J1930)*","LANREOTIDE ACETATE*",J1930,"LANREOTIDE INJECTION","2024 (Q1-Q4)",7616,61442,353832672.9,46459.12197,5758.807867
"LANREOTIDE ACETATE(J1930)*","LANREOTIDE ACETATE*",J1930,"LANREOTIDE INJECTION","2025 (Q1-Q3)",7559,50322,236568919,31296.32477,4701.103274
ALDURAZYME,LARONIDASE,J1931,"LARONIDASE INJECTION","2024 (Q1-Q4)","",64,784276.9,"",12254.32656
ALDURAZYME,LARONIDASE,J1931,"LARONIDASE INJECTION","2025 (Q1-Q3)","",61,880824.23,"",14439.74148
"LANREOTIDE ACETATE(J1932)","LANREOTIDE ACETATE",J1932,"INJ, LANREOTIDE, (CIPLA) 1MG","2024 (Q1-Q4)",1855,10773,56551982.59,30486.24398,5249.41823
"LANREOTIDE ACETATE(J1932)","LANREOTIDE ACETATE",J1932,"INJ, LANREOTIDE, (CIPLA) 1MG","2025 (Q1-Q3)",1363,6731,20963896.45,15380.70172,3114.52926
FUROSEMIDE(J1938),FUROSEMIDE,J1938,"INJ, FUROSEMIDE, 1 MG","2025 (Q1-Q3)",8302,12683,9467.48,1.140385449,0.746470078
BUMETANIDE,BUMETANIDE,J1939,"INJ, BUMETANIDE, 0.5 MG","2024 (Q1-Q4)",800,1247,3788.38,4.735475,3.037995189
BUMETANIDE,BUMETANIDE,J1939,"INJ, BUMETANIDE, 0.5 MG","2025 (Q1-Q3)",6781,10670,32901.03,4.851943666,3.083507966
FUROSEMIDE(J1940),FUROSEMIDE,J1940,"FUROSEMIDE INJECTION","2024 (Q1-Q4)",16753,27685,29861.05,1.782430013,1.078600325
FUROSEMIDE(J1940),FUROSEMIDE,J1940,"FUROSEMIDE INJECTION","2025 (Q1-Q3)",4589,6651,6277.38,1.367918937,0.943824989
"ARISTADA INITIO","ARIPIPRAZOLE LAUROXIL,SUBMICR.",J1943,"INJ., ARISTADA INITIO, 1 MG","2024 (Q1-Q4)",16,28,11851.75,740.734375,423.2767857
"ARISTADA INITIO","ARIPIPRAZOLE LAUROXIL,SUBMICR.",J1943,"INJ., ARISTADA INITIO, 1 MG","2025 (Q1-Q3)",11,15,8731.07,793.7336364,582.0713333
ARISTADA,"ARIPIPRAZOLE LAUROXIL",J1944,"ARIPIPRAZOLE LAUROXIL 1 MG","2024 (Q1-Q4)",211,991,1512132.15,7166.503081,1525.864934
ARISTADA,"ARIPIPRAZOLE LAUROXIL",J1944,"ARIPIPRAZOLE LAUROXIL 1 MG","2025 (Q1-Q3)",227,870,1296812.79,5712.831674,1490.589414
"LUPRON DEPOT-PED*","LEUPROLIDE ACETATE*",J1950,"LEUPROLIDE ACETATE /3.75 MG","2024 (Q1-Q4)",1112,4164,11235208.19,10103.60449,2698.176799
"LUPRON DEPOT-PED*","LEUPROLIDE ACETATE*",J1950,"LEUPROLIDE ACETATE /3.75 MG","2025 (Q1-Q3)",1069,3596,10347605.36,9679.705669,2877.53208
CAMCEVI,"LEUPROLIDE MESYLATE",J1952,"LEUPROLIDE INJ, CAMCEVI, 1MG","2024 (Q1-Q4)",9004,12793,30377744.34,3373.805458,2374.559864
CAMCEVI,"LEUPROLIDE MESYLATE",J1952,"LEUPROLIDE INJ, CAMCEVI, 1MG","2025 (Q1-Q3)",7537,9403,20626035.76,2736.637357,2193.559051
KEPPRA*,LEVETIRACETAM*,J1953,"LEVETIRACETAM INJECTION","2024 (Q1-Q4)",137,326,2812.18,20.52686131,8.626319018
KEPPRA*,LEVETIRACETAM*,J1953,"LEVETIRACETAM INJECTION","2025 (Q1-Q3)",95,255,1315.54,13.84778947,5.158980392
"LEUPROLIDE DEPOT*","LEUPROLIDE ACETATE*",J1954,"INJ LEU ACET LUTR DPT 7.5 MG","2024 (Q1-Q4)",890,2317,2071493.17,2327.520416,894.0410747
"LEUPROLIDE DEPOT*","LEUPROLIDE ACETATE*",J1954,"INJ LEU ACET LUTR DPT 7.5 MG","2025 (Q1-Q3)",55,63,43010.56,782.0101818,682.7073016
CARNITOR*,LEVOCARNITINE*,J1955,"INJ LEVOCARNITINE PER 1 GM","2024 (Q1-Q4)",1550,23226,3428944.72,2212.2224,147.6338896
CARNITOR*,LEVOCARNITINE*,J1955,"INJ LEVOCARNITINE PER 1 GM","2025 (Q1-Q3)",1262,17095,2112617.98,1674.023756,123.5810459
LEVOFLOXACIN-D5W*,"LEVOFLOXACIN IN DEXTROSE 5 %*",J1956,"LEVOFLOXACIN INJECTION","2024 (Q1-Q4)",876,2689,6671.63,7.616015982,2.481082187
LEVOFLOXACIN-D5W*,"LEVOFLOXACIN IN DEXTROSE 5 %*",J1956,"LEVOFLOXACIN INJECTION","2025 (Q1-Q3)",411,1142,4832.26,11.7573236,4.231401051
SUNLENCA,"LENACAPAVIR SODIUM",J1961,"INJ LENACAPAVIR (HIV TX) 1MG","2024 (Q1-Q4)",36,50,753200.06,20922.22389,15064.0012
SUNLENCA,"LENACAPAVIR SODIUM",J1961,"INJ LENACAPAVIR (HIV TX) 1MG","2025 (Q1-Q3)",56,65,826161.85,14752.89018,12710.18231
LEVSIN,"HYOSCYAMINE SULFATE",J1980,"HYOSCYAMINE SULFATE INJ","2024 (Q1-Q4)",11,26,677.34,61.57636364,26.05153846
"LIDOCAINE HCL IN 5% DEXTROSE(J2001)","LIDOCAINE HCL",J2001,"LIDOCAINE INJECTION","2024 (Q1-Q4)",24352,42523,8381.44,0.344178712,0.197103685
"LIDOCAINE HCL IN 5% DEXTROSE(J2002)","LIDOCAINE HCL",J2002,"INJ, LIDOCAINE IN D5W, 1 MG","2024 (Q1-Q4)",453,596,122.9,0.271302428,0.206208054
"LIDOCAINE HCL IN 5% DEXTROSE(J2002)","LIDOCAINE HCL",J2002,"INJ, LIDOCAINE IN D5W, 1 MG","2025 (Q1-Q3)",2271,3473,3234.62,1.42431528,0.931361935
LINCOCIN*,"LINCOMYCIN HCL*",J2010,"LINCOMYCIN INJECTION","2024 (Q1-Q4)",11188,16073,231812.38,20.71973364,14.42247123
LINCOCIN*,"LINCOMYCIN HCL*",J2010,"LINCOMYCIN INJECTION","2025 (Q1-Q3)",7963,10543,99527.42,12.49873415,9.440142275
LINEZOLID-D5W*,"LINEZOLID IN DEXTROSE 5%*",J2020,"LINEZOLID INJECTION","2024 (Q1-Q4)",21,64,1108.23,52.77285714,17.31609375
LINEZOLID-D5W*,"LINEZOLID IN DEXTROSE 5%*",J2020,"LINEZOLID INJECTION","2025 (Q1-Q3)",30,52,1108.94,36.96466667,21.32576923
ATIVAN*,LORAZEPAM*,J2060,"LORAZEPAM INJECTION","2024 (Q1-Q4)",3754,9675,12588.77,3.353428343,1.301164858
ATIVAN*,LORAZEPAM*,J2060,"LORAZEPAM INJECTION","2025 (Q1-Q3)",2253,5244,8625.28,3.828353307,1.644790237
MANNITOL,MANNITOL,J2150,"MANNITOL INJECTION","2024 (Q1-Q4)",1092,4215,16865.1,15.44423077,4.001209964
MANNITOL,MANNITOL,J2150,"MANNITOL INJECTION","2025 (Q1-Q3)",681,3127,9322.2,13.68898678,2.981196035
DEMEROL*,"MEPERIDINE HCL*",J2175,"MEPERIDINE HYDROCHL /100 MG","2024 (Q1-Q4)",3230,5262,35508.38,10.9933065,6.748076777
DEMEROL*,"MEPERIDINE HCL*",J2175,"MEPERIDINE HYDROCHL /100 MG","2025 (Q1-Q3)",1193,1742,17420.34,14.60212909,10.00019518
NUCALA,MEPOLIZUMAB,J2182,"INJECTION, MEPOLIZUMAB, 1MG","2024 (Q1-Q4)",8671,78540,267335840.2,30831.02759,3403.817675
NUCALA,MEPOLIZUMAB,J2182,"INJECTION, MEPOLIZUMAB, 1MG","2025 (Q1-Q3)",8820,60829,209536420,23756.96372,3444.679676
MEROPENEM(J2183),MEROPENEM,J2183,"INJ MEROPENEM (WG CRIT CARE)","2025 (Q1-Q3)",221,338,25639.82,116.0172851,75.85745562
"MEROPENEM-0.9% NACL","MEROPENEM-0.9% SODIUM CHLORIDE",J2184,"INJ, MEROPENEM (B. BRAUN)","2024 (Q1-Q4)",155,192,5978.54,38.57122581,31.13822917
MEROPENEM(J2185),MEROPENEM,J2185,MEROPENEM,"2024 (Q1-Q4)",998,12124,107573.9,107.789479,8.872806005
MEROPENEM(J2185),MEROPENEM,J2185,MEROPENEM,"2025 (Q1-Q3)",842,11116,111231.96,132.1044656,10.00647355
MICAFUNGIN(J2247),"MICAFUNGIN SODIUM",J2247,"INJ, MICAFUNGIN (PAR PHARM)","2024 (Q1-Q4)",73,355,24097.87,330.1078082,67.88132394
MICAFUNGIN(J2247),"MICAFUNGIN SODIUM",J2247,"INJ, MICAFUNGIN (PAR PHARM)","2025 (Q1-Q3)",11,97,2895.16,263.1963636,29.84701031
MICAFUNGIN(J2248)*,"MICAFUNGIN SODIUM*",J2248,"MICAFUNGIN SODIUM INJECTION","2024 (Q1-Q4)",259,4000,255465.53,986.3533977,63.8663825
MICAFUNGIN(J2248)*,"MICAFUNGIN SODIUM*",J2248,"MICAFUNGIN SODIUM INJECTION","2025 (Q1-Q3)",207,2923,94274.63,455.4329952,32.25269586
"MIDAZOLAM HCL","MIDAZOLAM HCL",J2250,"INJ MIDAZOLAM HYDROCHLORIDE","2024 (Q1-Q4)",60761,97577,38343.19,0.631049357,0.392953155
"MIDAZOLAM HCL","MIDAZOLAM HCL",J2250,"INJ MIDAZOLAM HYDROCHLORIDE","2025 (Q1-Q3)",46234,69512,27813.52,0.60158152,0.400125446
"MIDAZOLAM HCL-0.9% NACL","MIDAZOLAM HCL IN 0.9 % NACL",J2251,"INJ MIDAZOLAM IN 0.9% NACL","2024 (Q1-Q4)",159,159,864.48,5.436981132,5.436981132
"MILRINONE IN 5% DEXTROSE*","MILRINONE LACTATE*",J2260,"INJ MILRINONE LACTATE / 5 MG","2024 (Q1-Q4)",1662,34303,2773359.29,1668.6879,80.84888465
"MILRINONE IN 5% DEXTROSE*","MILRINONE LACTATE*",J2260,"INJ MILRINONE LACTATE / 5 MG","2025 (Q1-Q3)",1425,25353,2050430.53,1438.898618,80.87526249
"OMVOH PEN*",MIRIKIZUMAB-MRKZ*,J2267,"INJ, MIRIKIZUMAB-MRKZ, 1 MG","2024 (Q1-Q4)",54,110,1145486.68,21212.7163,10413.51527
"OMVOH PEN*",MIRIKIZUMAB-MRKZ*,J2267,"INJ, MIRIKIZUMAB-MRKZ, 1 MG","2025 (Q1-Q3)",108,266,5966436.23,55244.77991,22430.21139
"MORPHINE SULFATE(J2270)","MORPHINE SULFATE",J2270,"MORPHINE SULFATE INJECTION","2024 (Q1-Q4)",2897,5015,39611.94,13.67343459,7.898691924
"MORPHINE SULFATE(J2270)","MORPHINE SULFATE",J2270,"MORPHINE SULFATE INJECTION","2025 (Q1-Q3)",2418,4341,35858.8,14.8299421,8.260492974
"MORPHINE SULFATE(J2272)","MORPHINE SULFATE",J2272,"INJ, MORPHINE (FRESENIUS)","2024 (Q1-Q4)",34314,37437,355032.34,10.34657399,9.483461282
"MORPHINE SULFATE(J2272)","MORPHINE SULFATE",J2272,"INJ, MORPHINE (FRESENIUS)","2025 (Q1-Q3)",61,77,641.63,10.51852459,8.332857143
DURAMORPH*,"MORPHINE SULFATE*",J2274,"INJ MORPHINE PF EPID ITHC","2024 (Q1-Q4)",1158,3892,1628969.04,1406.709016,418.5429188
DURAMORPH*,"MORPHINE SULFATE*",J2274,"INJ MORPHINE PF EPID ITHC","2025 (Q1-Q3)",845,2266,813654.28,962.9044734,359.0707326
APHEXDA,"MOTIXAFORTIDE ACETATE",J2277,"INJ, MOTIXAFORTIDE, 0.25 MG","2024 (Q1-Q4)",60,69,923386.16,15389.76933,13382.40812
APHEXDA,"MOTIXAFORTIDE ACETATE",J2277,"INJ, MOTIXAFORTIDE, 0.25 MG","2025 (Q1-Q3)",80,90,1093166.67,13664.58338,12146.29633
PRIALT,"ZICONOTIDE ACETATE",J2278,"ZICONOTIDE INJECTION","2024 (Q1-Q4)",322,1121,3632288.09,11280.3978,3240.221311
PRIALT,"ZICONOTIDE ACETATE",J2278,"ZICONOTIDE INJECTION","2025 (Q1-Q3)",262,758,2537018.22,9683.275649,3346.989736
MOXIFLOXACIN(J2280),MOXIFLOXACIN-SOD.CHLORIDE(ISO),J2280,"INJ, MOXIFLOXACIN 100 MG","2024 (Q1-Q4)",3401,5284,49002.12,14.40815054,9.273679031
MOXIFLOXACIN(J2280),MOXIFLOXACIN-SOD.CHLORIDE(ISO),J2280,"INJ, MOXIFLOXACIN 100 MG","2025 (Q1-Q3)",3962,6185,55771.12,14.07650682,9.01715764
MOXIFLOXACIN(J2281),MOXIFLOXACIN,J2281,"INJ MOXIFLOXACIN (FRES KABI)","2024 (Q1-Q4)",31,31,837.63,27.02032258,27.02032258
"NAFCILLIN SODIUM","NAFCILLIN SODIUM",J2290,"INJ, NAFCILLIN SODIUM, 20 MG","2025 (Q1-Q3)","",33,33550.87,"",1016.69303
"NALBUPHINE HCL","NALBUPHINE HCL",J2300,"INJ NALBUPHINE HYDROCHLORIDE","2024 (Q1-Q4)",410,1619,5657.99,13.79997561,3.494743669
"NALBUPHINE HCL","NALBUPHINE HCL",J2300,"INJ NALBUPHINE HYDROCHLORIDE","2025 (Q1-Q3)",285,1120,3999.9,14.03473684,3.571339286
"NITROGLYCERIN IN D5W*","NITROGLYCERIN IN 5 % DEXTROSE*",J2305,"INJ, NITROGLYCERIN, 5 MG","2024 (Q1-Q4)",3037,3277,42084.24,13.85717484,12.84230699
"NITROGLYCERIN IN D5W*","NITROGLYCERIN IN 5 % DEXTROSE*",J2305,"INJ, NITROGLYCERIN, 5 MG","2025 (Q1-Q3)",289,327,1938.37,6.70716263,5.927737003
"NALOXONE HCL(J2310)","NALOXONE HCL",J2310,"INJ NALOXONE HYDROCHLORIDE","2024 (Q1-Q4)",109,111,1356,12.44036697,12.21621622
"NALOXONE HCL(J2310)","NALOXONE HCL",J2310,"INJ NALOXONE HYDROCHLORIDE","2025 (Q1-Q3)",42,43,541.79,12.89976191,12.59976744
"NALOXONE HCL(J2312)","NALOXONE HCL",J2312,"INJ NALOXONE HCL NOS, 0.01MG","2025 (Q1-Q3)",12,12,109.1,9.091666667,9.091666667
VIVITROL,"NALTREXONE MICROSPHERES",J2315,"NALTREXONE, DEPOT FORM","2024 (Q1-Q4)",601,2228,2611004.36,4344.433211,1171.905009
VIVITROL,"NALTREXONE MICROSPHERES",J2315,"NALTREXONE, DEPOT FORM","2025 (Q1-Q3)",649,2103,2396453.19,3692.53188,1139.540271
TYSABRI,NATALIZUMAB,J2323,"NATALIZUMAB INJECTION","2024 (Q1-Q4)",2779,22670,158793753.7,57140.60947,7004.576697
TYSABRI,NATALIZUMAB,J2323,"NATALIZUMAB INJECTION","2025 (Q1-Q3)",2521,16381,115067963.1,45643.77749,7024.477325
SKYRIZI,RISANKIZUMAB-RZAA,J2327,"INJ RISANKIZUMAB-RZAA 1 MG","2024 (Q1-Q4)",3490,8485,76711362.7,21980.33315,9040.820589
SKYRIZI,RISANKIZUMAB-RZAA,J2327,"INJ RISANKIZUMAB-RZAA 1 MG","2025 (Q1-Q3)",4132,9753,102560098.6,24820.93382,10515.74885
BRIUMVI,UBLITUXIMAB-XIIY,J2329,"INJ UBLITUXIMAB-XIIY, 1 MG","2024 (Q1-Q4)",518,1121,25534253.4,49293.92548,22778.10294
BRIUMVI,UBLITUXIMAB-XIIY,J2329,"INJ UBLITUXIMAB-XIIY, 1 MG","2025 (Q1-Q3)",823,1379,33932131.82,41229.8078,24606.33199
OCREVUS,OCRELIZUMAB,J2350,"INJECTION, OCRELIZUMAB, 1 MG","2024 (Q1-Q4)",11769,20983,668919269.9,56837.3923,31879.10546
OCREVUS,OCRELIZUMAB,J2350,"INJECTION, OCRELIZUMAB, 1 MG","2025 (Q1-Q3)",10654,15122,474598017.3,44546.46305,31384.60636
"OCREVUS ZUNOVO",OCRELIZUMAB-HYALURONIDASE-OCSQ,J2351,"INJ OCRELIZUMAB 1MG HYA-OCSQ","2025 (Q1-Q3)",190,208,7388211.64,38885.32442,35520.24827
"OCTREOTIDE ACETATE ER*","OCTREOTIDE ACETATE,MI-SPHERES*",J2353,"OCTREOTIDE INJECTION, DEPOT","2024 (Q1-Q4)",8854,74719,450607692.7,50893.12093,6030.697584
"OCTREOTIDE ACETATE ER*","OCTREOTIDE ACETATE,MI-SPHERES*",J2353,"OCTREOTIDE INJECTION, DEPOT","2025 (Q1-Q3)",8299,56983,342576073.3,41279.19909,6011.899572
"OCTREOTIDE ACETATE*","OCTREOTIDE ACETATE*",J2354,"OCTREOTIDE INJ, NON-DEPOT","2024 (Q1-Q4)",14,45,46748.7,3339.192857,1038.86
"OCTREOTIDE ACETATE*","OCTREOTIDE ACETATE*",J2354,"OCTREOTIDE INJ, NON-DEPOT","2025 (Q1-Q3)","",12,14435.76,"",1202.98
TEZSPIRE,TEZEPELUMAB-EKKO,J2356,"INJ TEZEPELUMAB-EKKO, 1MG","2024 (Q1-Q4)",7620,59010,218490401.6,28673.28105,3702.599587
TEZSPIRE,TEZEPELUMAB-EKKO,J2356,"INJ TEZEPELUMAB-EKKO, 1MG","2025 (Q1-Q3)",8685,57536,211287147.6,24327.82356,3672.259935
XOLAIR,OMALIZUMAB,J2357,"OMALIZUMAB INJECTION","2024 (Q1-Q4)",17605,184355,414966330,23570.9361,2250.909007
XOLAIR,OMALIZUMAB,J2357,"OMALIZUMAB INJECTION","2025 (Q1-Q3)",16739,136909,316130237.5,18885.84966,2309.053733
"ZYPREXA RELPREVV","OLANZAPINE PAMOATE",J2358,"OLANZAPINE LONG-ACTING INJ","2024 (Q1-Q4)",338,406,64067.06,189.5475148,157.8006404
"ZYPREXA RELPREVV","OLANZAPINE PAMOATE",J2358,"OLANZAPINE LONG-ACTING INJ","2025 (Q1-Q3)",134,176,38487.12,287.2173134,218.6768182
OLANZAPINE,OLANZAPINE,J2359,"INJ. OLANZAPINE, 0.5MG","2024 (Q1-Q4)",8408,9541,207708.06,24.70362274,21.77005136
"ORPHENADRINE CITRATE","ORPHENADRINE CITRATE",J2360,"ORPHENADRINE INJECTION","2024 (Q1-Q4)",3557,5286,50776.04,14.27496205,9.605758608
"ORPHENADRINE CITRATE","ORPHENADRINE CITRATE",J2360,"ORPHENADRINE INJECTION","2025 (Q1-Q3)",2047,2761,33251.9,16.24421104,12.0434263
"PHENYLEPHRINE HCL-0.9% NACL*","PHENYLEPHRINE HCL IN 0.9% NACL*",J2371,"INJ PHENYLEPHRINE HCL 20 MCG","2024 (Q1-Q4)",213,224,3372.27,15.83225352,15.05477679
"PHENYLEPHRINE HCL-0.9% NACL*","PHENYLEPHRINE HCL IN 0.9% NACL*",J2371,"INJ PHENYLEPHRINE HCL 20 MCG","2025 (Q1-Q3)",253,269,1567.82,6.196916996,5.828327138
BIORPHEN,"PHENYLEPHRINE HCL",J2372,"INJ, BIORPHEN, 20 MICROGRAMS","2024 (Q1-Q4)",1827,1849,8844.26,4.840864806,4.783266631
IMMPHENTIV,"PHENYLEPHRINE HCL",J2373,"INJ, IMMPHENTIV, 20 MCG","2025 (Q1-Q3)",1254,1267,6453.3,5.146172249,5.093370166
"CHLOROPROCAINE HCL*","CHLOROPROCAINE HCL*",J2401,"CHLOROPROCAINE HCL INJECTION","2024 (Q1-Q4)",907,1259,12080.81,13.31952591,9.595559968
"CHLOROPROCAINE HCL*","CHLOROPROCAINE HCL*",J2401,"CHLOROPROCAINE HCL INJECTION","2025 (Q1-Q3)",82,107,105.11,1.281829268,0.982336449
IHEEZO,"CHLOROPROCAINE HCL",J2403,"CHLOROPROCAINE OPHT GEL, 1MG","2024 (Q1-Q4)",37682,86753,47036880.3,1248.258593,542.1931265
IHEEZO,"CHLOROPROCAINE HCL",J2403,"CHLOROPROCAINE OPHT GEL, 1MG","2025 (Q1-Q3)",36412,91840,48399686.57,1329.223513,527.0000715
"ONDANSETRON HCL(J2405)","ONDANSETRON HCL",J2405,"ONDANSETRON HCL INJECTION","2024 (Q1-Q4)",54093,210687,184330.16,3.407652746,0.874900492
"ONDANSETRON HCL(J2405)","ONDANSETRON HCL",J2405,"ONDANSETRON HCL INJECTION","2025 (Q1-Q3)",41680,144987,116952.08,2.805952015,0.806638388
KIMYRSA,"ORITAVANCIN DIPHOSPHATE",J2406,"INJECTION, ORITAVANCIN 10 MG","2024 (Q1-Q4)",1154,1743,8603059.87,7454.991222,4935.777321
KIMYRSA,"ORITAVANCIN DIPHOSPHATE",J2406,"INJECTION, ORITAVANCIN 10 MG","2025 (Q1-Q3)",761,1121,5703959.75,7495.347898,5088.2781
ORBACTIV,"ORITAVANCIN DIPHOSPHATE",J2407,"INJECTION, ORITAVANCIN","2024 (Q1-Q4)",336,609,1994666.32,5936.506905,3275.314154
ORBACTIV,"ORITAVANCIN DIPHOSPHATE",J2407,"INJECTION, ORITAVANCIN","2025 (Q1-Q3)",252,503,1665542.04,6609.29381,3311.216779
KEPIVANCE,PALIFERMIN,J2425,"PALIFERMIN INJECTION","2024 (Q1-Q4)",20,37,144437.61,7221.8805,3903.719189
KEPIVANCE,PALIFERMIN,J2425,"PALIFERMIN INJECTION","2025 (Q1-Q3)","",19,94149.14,"",4955.217895
"INVEGA SUSTENNA","PALIPERIDONE PALMITATE",J2426,"INJ, INVEGA SUSTENNA, 1 MG","2024 (Q1-Q4)",1720,8548,17568084.99,10214.0029,2055.227537
"INVEGA SUSTENNA","PALIPERIDONE PALMITATE",J2426,"INJ, INVEGA SUSTENNA, 1 MG","2025 (Q1-Q3)",1432,6321,13071210.27,9127.940133,2067.902273
"INVEGA HAFYERA*","PALIPERIDONE PALMITATE*",J2427,"INJ, INVEGA HAFYERA/TRINZA","2024 (Q1-Q4)",230,594,3582297.72,15575.20748,6030.804242
"INVEGA HAFYERA*","PALIPERIDONE PALMITATE*",J2427,"INJ, INVEGA HAFYERA/TRINZA","2025 (Q1-Q3)",270,576,3278372.56,12142.12059,5691.619028
ERZOFRI,"PALIPERIDONE PALMITATE",J2428,"INJ, ERZOFRI, 1 MG","2025 (Q1-Q3)",50,109,357352.14,7147.0428,3278.46
"PAMIDRONATE DISODIUM","PAMIDRONATE DISODIUM",J2430,"PAMIDRONATE DISODIUM /30 MG","2024 (Q1-Q4)",281,787,21420.59,76.22985765,27.2180305
"PAMIDRONATE DISODIUM","PAMIDRONATE DISODIUM",J2430,"PAMIDRONATE DISODIUM /30 MG","2025 (Q1-Q3)",212,549,16152.36,76.19037736,29.42142077
POSFREA,"PALONOSETRON HCL",J2468,"INJ, PALONOSETRON (POSFREA)","2024 (Q1-Q4)",654,1680,963923.56,1473.889236,573.7640238
POSFREA,"PALONOSETRON HCL",J2468,"INJ, PALONOSETRON (POSFREA)","2025 (Q1-Q3)",5755,23768,13849758.84,2406.56105,582.7061107
ALOXI*,"PALONOSETRON HCL*",J2469,"PALONOSETRON HCL","2024 (Q1-Q4)",47729,277674,2493139.52,52.23531857,8.978656698
ALOXI*,"PALONOSETRON HCL*",J2469,"PALONOSETRON HCL","2025 (Q1-Q3)",34664,183147,936560.19,27.01823765,5.113707514
PARICALCITOL*,PARICALCITOL*,J2501,PARICALCITOL,"2024 (Q1-Q4)",14,19,670.39,47.885,35.28368421
"SIGNIFOR LAR","PASIREOTIDE PAMOATE",J2502,"INJ, PASIREOTIDE LONG ACTING","2024 (Q1-Q4)",13,124,2537166.94,195166.6877,20461.02371
"SIGNIFOR LAR","PASIREOTIDE PAMOATE",J2502,"INJ, PASIREOTIDE LONG ACTING","2025 (Q1-Q3)",13,95,2105377.3,161952.1,22161.86632
"NEULASTA ONPRO*",PEGFILGRASTIM*,J2506,"INJ PEGFILGRAST EX BIO 0.5MG","2024 (Q1-Q4)",34577,120225,92390672.58,2672.026855,768.4813689
"NEULASTA ONPRO*",PEGFILGRASTIM*,J2506,"INJ PEGFILGRAST EX BIO 0.5MG","2025 (Q1-Q3)",21886,72448,28918294.66,1321.314752,399.1593234
KRYSTEXXA,PEGLOTICASE,J2507,"PEGLOTICASE INJECTION","2024 (Q1-Q4)",1097,10617,282958073.2,257938.0795,26651.41501
KRYSTEXXA,PEGLOTICASE,J2507,"PEGLOTICASE INJECTION","2025 (Q1-Q3)",968,8661,240874175.4,248836.958,27811.35843
